Date,League,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HST,AST,HomeTeamLP,AwayTeamLP,HTFormPts,ATFormPts,HTEloRatings,ATEloRatings,numbers,Avg_HST,Avg_AST
2022-04-16,Spain La Liga,Alaves,Vallecano,1,0,H,5,3,19,11,1,3,1584.629028,1616.029785,26743,4,3.6
2022-03-19,Spain La Liga,Alaves,Granada,2,3,A,6,3,19,18,5,1,1600.04126,1620.776367,26510,3.2,3.4
2022-03-04,Spain La Liga,Alaves,Sevilla,0,0,D,2,4,19,3,4,9,1591.165649,1840.536499,26314,3,3.6
2022-02-13,Spain La Liga,Alaves,Valencia,2,1,H,5,4,19,10,2,2,1579.245483,1702.438721,26086,2.8,3.2
2022-01-23,Spain La Liga,Alaves,Barcelona,0,1,A,2,4,19,2,2,9,1591.381836,1830.984985,25931,2.8,3.4
2022-01-09,Spain La Liga,Alaves,Ath Bilbao,0,0,D,1,2,19,8,2,7,1596.956055,1711.786255,25744,3.4,3.6
2022-01-02,Spain La Liga,Alaves,Sociedad,1,1,D,5,4,19,6,1,1,1594.721069,1736.216064,25677,3.4,3.6
2021-12-11,Spain La Liga,Alaves,Getafe,1,1,D,1,2,19,15,5,8,1608.415771,1619.44397,25346,3,4.2
2021-11-27,Spain La Liga,Alaves,Celta,1,2,A,5,5,19,12,11,6,1616.178955,1678.300781,25049,3.8,4
2021-11-27,Spanish La Liga,Alaves,Celta,1,2,A,5,5,17,14,11,6,1616.178955,1678.300781,25072,3.8,3.2
2021-11-12,Spanish La Liga,Alaves,Getafe,1,1,D,1,2,17,16,5,8,1616.40332,1605.138916,24873,3.2,3
2021-11-06,Spain La Liga,Alaves,Levante,2,1,H,3,7,19,20,7,2,1609.822754,1607.502686,24777,3.4,3.4
2021-10-26,Spain La Liga,Alaves,Elche,1,0,H,5,1,19,13,6,4,1604.31189,1598.757446,24573,3,2.2
2021-10-26,Spanish La Liga,Alaves,Elche,1,0,H,5,1,17,18,6,4,1604.31189,1598.757446,24565,2.2,2.2
2021-10-18,Spain La Liga,Alaves,Betis,0,1,A,2,4,19,5,3,10,1590.083008,1738.376953,24430,1.8,3
2021-10-18,Spanish La Liga,Alaves,Betis,0,1,A,2,4,17,3,3,10,1590.083008,1738.376953,24426,2.2,2.6
2021-09-25,Spain La Liga,Alaves,Ath Madrid,1,0,H,1,1,19,4,0,11,1588.395874,1888.604492,24097,2.6,3.2
2021-09-25,Spanish La Liga,Alaves,Ath Madrid,1,0,H,1,1,17,4,0,11,1588.395874,1888.604492,24113,3.4,3.6
2021-09-18,Spanish La Liga,Alaves,Osasuna,0,2,A,3,5,17,12,3,5,1605.068115,1668.163208,23961,3.8,4.8
2021-08-21,Spanish La Liga,Alaves,Mallorca,0,1,A,4,2,17,15,7,5,1626.288208,1628.583374,23797,5,4.2
2021-08-14,Spanish La Liga,Alaves,Real Madrid,1,4,A,4,7,17,1,7,13,1631.084106,1934.841309,23763,5.2,4
2021-08-05,Spanish La Liga,Alaves,Levante,2,2,D,5,3,16,14,8,3,1631.084106,1662.008423,23733,5.2,3.6
2021-06-11,Spanish La Liga,Alaves,Levante,2,1,H,3,7,17,20,7,2,1631.084106,1662.008423,23615,4.6,3.2
2021-05-16,Spanish La Liga,Alaves,Granada,4,2,H,9,2,16,9,8,3,1620.858398,1684.5625,23457,5.4,3
2021-05-02,Spanish La Liga,Alaves,Valladolid,1,0,H,5,1,16,19,1,5,1611.100098,1633.729492,23288,4.2,2.8
2021-04-21,Spanish La Liga,Alaves,Villarreal,2,1,H,4,5,16,7,5,12,1606.932983,1818.320435,23134,3.4,3.4
2021-04-18,Spanish La Liga,Alaves,Huesca,1,0,H,2,1,16,18,2,7,1599.786621,1618.170288,23083,2.8,3
2021-04-04,Spanish La Liga,Alaves,Celta,1,3,A,7,6,16,8,1,5,1599.938354,1670.459595,22962,3.2,4.2
2021-03-13,Spanish La Liga,Alaves,Cadiz,1,1,D,3,1,16,12,3,4,1605.197266,1584.475708,22787,2.4,3.6
2021-03-01,Spanish La Liga,Alaves,Ath Madrid,1,2,A,1,4,16,1,5,12,1605.935181,1898.778198,22612,2.4,4.2
2021-02-27,Spanish La Liga,Alaves,Osasuna,0,1,A,1,3,16,11,4,9,1614.405884,1659.278198,22539,2.8,4.4
2021-01-23,Spanish La Liga,Alaves,Real Madrid,1,4,A,4,7,16,2,4,11,1625.975586,1900.177856,22064,3.2,5.6
2021-01-19,Spanish La Liga,Alaves,Sevilla,1,2,A,3,3,16,4,4,10,1630.52478,1837.550171,22023,2.8,4.8
2020-12-23,Spanish La Liga,Alaves,Eibar,2,1,H,3,4,16,20,5,6,1636.447998,1667.606201,21747,2.2,5
2020-11-22,Spanish La Liga,Alaves,Valencia,2,2,D,3,5,16,13,8,4,1647.290649,1732.450317,21307,2,5
2020-10-31,Spanish La Liga,Alaves,Barcelona,1,1,D,3,9,16,3,7,7,1633.904053,1945.199707,21168,1.4,5.6
2020-10-18,Spanish La Liga,Alaves,Elche,0,2,A,2,3,16,17,4,5,1636.545898,1566.264404,21080,1,4.6
2020-09-26,Spanish La Liga,Alaves,Getafe,0,0,D,0,4,16,15,4,4,1628.94397,1741.6521,20985,1.6,4.2
2020-09-13,Spanish La Liga,Alaves,Betis,0,1,A,2,4,16,6,4,4,1641.589233,1665.883301,20912,1.6,3.6
2020-07-19,Spanish La Liga,Alaves,Barcelona,0,5,A,0,8,16,2,4,10,1648.363525,1958.431763,20694,2.6,3
2020-07-13,Spanish La Liga,Alaves,Getafe,0,0,D,1,4,16,8,0,5,1635.495605,1763.995605,20637,2.8,2.4
2020-07-02,Spanish La Liga,Alaves,Eibar,2,1,H,5,1,16,14,5,8,1644.143433,1695.486328,20515,3,2
2020-06-24,Spanish La Liga,Alaves,Osasuna,0,1,A,0,1,16,10,5,4,1669.933838,1658.413086,20439,2.2,2.4
2020-06-18,Spanish La Liga,Alaves,Sociedad,2,0,H,7,1,16,6,5,10,1674.793945,1762.828491,20354,2.8,2.2
2020-06-12,Spanish La Liga,Alaves,Sociedad,0,0,D,1,5,16,5,9,13,1684.82312,1767.316162,20276,2.2,3
2020-06-03,Spanish La Liga,Alaves,Valencia,1,1,D,2,2,16,9,8,7,1684.82312,1776.481934,20237,3.2,3.2
2020-05-01,Spanish La Liga,Alaves,Betis,1,1,D,1,3,16,15,4,10,1684.82312,1704.978271,20150,3.6,3.6
2020-04-10,Spanish La Liga,Alaves,Ath Bilbao,1,0,H,3,0,16,10,1,3,1684.82312,1734.767456,20115,4,3.2
2020-02-23,Spanish La Liga,Alaves,Ath Bilbao,2,1,H,4,5,16,11,7,2,1671.878052,1715.924072,19967,3.8,4.4
2020-01-25,Spanish La Liga,Alaves,Villarreal,1,2,A,6,6,16,5,5,10,1680.43689,1732.923096,19656,3.8,3.4
2020-01-07,Spanish La Liga,Alaves,Granada,0,2,A,4,4,16,7,3,5,1669.94519,1653.261963,19485,3.2,2.8
2019-12-13,Spanish La Liga,Alaves,Leganes,1,1,D,3,1,16,18,6,4,1677.0625,1624.94165,19218,3.4,2.4
2019-11-30,Spanish La Liga,Alaves,Real Madrid,1,2,A,2,6,16,1,7,10,1692.805542,1856.739746,19109,4,2.4
2019-11-02,Spanish La Liga,Alaves,Levante,2,0,H,4,0,11,15,4,5,1677.742554,1685.946899,18905,3.6,2.6
2019-10-29,Spanish La Liga,Alaves,Ath Madrid,1,1,D,3,3,16,3,6,9,1674.200073,1876.265747,18873,3.8,2.8
2019-10-20,Spanish La Liga,Alaves,Celta,2,0,H,5,2,16,17,3,5,1672.477783,1677.198486,18772,3.8,2.8
2019-09-29,Spanish La Liga,Alaves,Mallorca,2,0,H,6,1,16,19,2,1,1667.329468,1560.428101,18609,3.2,2.6
2019-09-15,Spanish La Liga,Alaves,Sevilla,0,1,A,0,7,16,4,8,11,1691.413818,1762.942383,18426,2.4,3.2
2019-09-11,Spanish La Liga,Alaves,Valladolid,3,0,H,5,1,16,13,4,8,1691.413818,1628.310669,18364,2.6,2.8
2019-09-03,Spanish La Liga,Alaves,Eibar,1,1,D,3,3,11,12,8,8,1691.413818,1700.181763,18346,3,3.4
2019-08-25,Spanish La Liga,Alaves,Espanol,0,0,D,2,1,16,20,7,10,1688.154541,1731.367432,18267,3.4,3.2
2019-08-18,Spanish La Liga,Alaves,Levante,1,0,H,2,4,16,12,4,10,1681.282593,1683.771729,18231,3.2,4.2
2019-07-04,Spanish La Liga,Alaves,Leganes,1,1,D,1,5,11,13,7,9,1679.894409,1667.378784,18132,3.6,4.8
2019-05-18,Spanish La Liga,Alaves,Girona,2,1,H,7,4,11,18,2,3,1674.755371,1627.456787,17986,4.6,4.2
2019-05-01,Spanish La Liga,Alaves,Valencia,2,1,H,5,2,11,4,5,8,1698.550537,1812.494873,17856,4,4.8
2019-04-23,Spanish La Liga,Alaves,Barcelona,0,2,A,1,6,11,1,2,11,1698.749512,2038.074951,17772,3.8,4.8
2019-04-19,Spanish La Liga,Alaves,Valladolid,2,2,D,4,7,11,16,4,5,1703.401978,1601.318237,17688,3.8,4.2
2019-04-05,Spanish La Liga,Alaves,Sociedad,0,1,A,6,2,11,9,3,4,1709.788696,1721.555176,17538,3.4,3.4
2019-03-30,Spanish La Liga,Alaves,Ath Madrid,0,4,A,4,7,11,2,9,12,1729.693726,1885.695923,17453,2.8,3.8
2019-02-23,Spanish La Liga,Alaves,Celta,0,0,D,4,2,11,17,4,3,1727.855713,1673.37439,17131,2.2,3.2
2019-01-28,Spanish La Liga,Alaves,Vallecano,0,1,A,1,3,11,20,8,10,1728.412231,1613.975098,16854,2.4,3.2
2018-12-17,Spanish La Liga,Alaves,Ath Bilbao,0,0,D,2,3,11,8,4,4,1725.986206,1674.28186,16469,3.4,3
2018-12-05,Spanish La Liga,Alaves,Ath Bilbao,3,1,H,3,4,14,16,9,4,1738.613525,1675.600952,16348,3.4,3.4
2018-12-03,Spanish La Liga,Alaves,Betis,1,3,A,1,4,14,6,9,7,1738.613525,1737.168091,16322,3.6,3.6
2018-11-11,Spanish La Liga,Alaves,Huesca,2,1,H,5,2,11,19,9,2,1745.329346,1588.190918,16189,3.8,3
2018-10-28,Spanish La Liga,Alaves,Villarreal,2,1,H,6,2,11,14,10,5,1743.915161,1739.614746,16033,3.6,3.8
2018-09-27,Spanish La Liga,Alaves,Getafe,1,1,D,2,5,11,5,10,7,1731.29895,1730.415649,15715,3,4.6
2018-08-25,Spanish La Liga,Alaves,Betis,0,0,D,4,5,11,10,6,4,1703.527832,1705.185791,15494,3.6,4.6
2018-07-04,Spanish La Liga,Alaves,Getafe,2,0,H,2,1,14,8,4,6,1705.016724,1719.92627,15359,3.4,4.4
2018-06-10,Spanish La Liga,Alaves,Real Madrid,1,0,H,4,6,11,3,10,8,1705.016724,2021.092163,15332,3.6,4.2
2018-04-29,Spanish La Liga,Alaves,Ath Madrid,0,1,A,3,6,14,2,10,8,1684.43457,1930.890869,15107,3.4,3.6
2018-04-19,Spanish La Liga,Alaves,Girona,1,2,A,5,5,14,10,7,4,1677.054199,1670.534424,14953,3.8,3.8
2018-03-02,Spanish La Liga,Alaves,Celta,2,1,H,3,4,14,13,7,13,1673.811646,1705.751099,14475,4,3.6
2018-02-17,Spanish La Liga,Alaves,La Coruna,1,0,H,3,0,14,18,10,1,1673.086426,1591.459839,14326,4,3
2018-02-12,Spanish La Liga,Alaves,Sevilla,1,1,D,3,3,11,6,9,10,1671.110474,1745.606079,14287,4.4,3.2
2018-02-09,Spanish La Liga,Alaves,Espanol,2,1,H,5,7,11,7,7,13,1658.237183,1683.591309,14224,4.8,3.2
2018-01-21,Spanish La Liga,Alaves,Leganes,2,2,D,6,4,14,17,9,7,1653.316406,1650.148682,14070,4.2,3
2018-01-14,Spanish La Liga,Alaves,Sevilla,1,0,H,3,1,14,7,9,4,1644.360962,1753.42981,13978,3.8,4
2018-01-03,Spanish La Liga,Alaves,Levante,1,0,H,5,1,14,15,9,2,1650.063232,1636.167725,13846,4.4,4.2
2017-12-21,Spanish La Liga,Alaves,Malaga,1,0,H,5,3,14,20,6,7,1644.034546,1642.3125,13760,3.4,5.2
2017-11-25,Spanish La Liga,Alaves,Eibar,1,2,A,2,6,14,9,3,5,1645.22522,1670.122681,13442,3,6
2017-11-02,Spanish La Liga,Alaves,Barcelona,0,6,A,4,9,9,2,6,11,1637.138916,2023.767578,13263,3,6
2017-10-28,Spanish La Liga,Alaves,Valencia,1,2,A,6,2,14,4,3,15,1651.425781,1768.640503,13195,2.6,6.4
2017-10-14,Spanish La Liga,Alaves,Sociedad,0,2,A,0,6,14,12,3,4,1684.299805,1753.217896,13026,3.2,6.2
2017-09-23,Spanish La Liga,Alaves,Real Madrid,1,2,A,3,7,14,3,0,8,1680.185181,2063.130615,12839,3.8,6.2
2017-09-17,Spanish La Liga,Alaves,Villarreal,0,3,A,2,6,14,5,4,7,1701.272583,1786.20752,12770,4,5
2017-08-26,Spanish La Liga,Alaves,Barcelona,0,2,A,2,11,14,1,10,15,1707.929932,2024.915649,12634,4.4,4.6
2017-08-12,Spanish La Liga,Alaves,Las Palmas,2,0,H,9,1,14,19,6,4,1713.693115,1634.741333,12558,4.6,3.6
2017-07-05,Spanish La Liga,Alaves,Ath Bilbao,1,0,H,3,6,9,7,8,12,1712.700928,1781.112793,12496,3.6,4.2
2017-06-03,Spanish La Liga,Alaves,Sevilla,1,1,D,4,1,9,4,9,13,1710.047729,1809.768921,12441,4,4
2017-05-14,Spanish La Liga,Alaves,Celta,3,1,H,4,4,9,13,11,3,1701.273804,1711.4198,12363,4.4,4.4
2017-05-04,Spanish La Liga,Alaves,Osasuna,0,1,A,3,6,9,19,7,1,1694.041992,1549.237793,12280,4.6,4
2017-04-27,Spanish La Liga,Alaves,Eibar,0,0,D,4,4,9,10,4,9,1677.934326,1720.820557,12190,5,3.2
2017-04-17,Spanish La Liga,Alaves,Villarreal,2,1,H,5,5,9,5,6,9,1663.738525,1774.2854,12132,5,2.8
2017-04-11,Spanish La Liga,Alaves,Espanol,1,0,H,6,3,14,11,3,8,1665.788452,1721.718506,12062,4.6,2.6
2017-03-18,Spanish La Liga,Alaves,Sociedad,1,0,H,5,2,9,6,10,7,1678.165283,1763.446411,11957,3.8,2.6
2017-02-25,Spanish La Liga,Alaves,Valencia,2,1,H,5,2,9,12,8,7,1656.341675,1698.546875,11883,3.6,2.8
2017-01-28,Spanish La Liga,Alaves,Ath Madrid,0,0,D,4,2,9,3,6,10,1643.619995,1939.328857,11726,3.2,3.4
2017-01-21,Spanish La Liga,Alaves,Leganes,2,2,D,3,4,9,17,6,4,1647.064697,1614.526978,11687,3.2,4
2016-12-16,Spanish La Liga,Alaves,Betis,1,0,H,2,3,9,15,8,7,1638.608276,1679.723389,11478,3.8,3.8
2016-11-20,Spanish La Liga,Alaves,Espanol,0,1,A,4,3,9,8,4,7,1630.998047,1681.782104,11366,3.6,3.4
2016-10-29,Spanish La Liga,Alaves,Real Madrid,1,4,A,3,5,9,1,4,9,1635.607056,2057.433594,11251,3.2,3
2016-10-16,Spanish La Liga,Alaves,Malaga,1,1,D,4,5,9,11,7,6,1647.010254,1731.565674,11156,3,2.6
2016-09-26,Spanish La Liga,Alaves,Granada,3,1,H,6,3,9,20,6,2,1637.070923,1657.56604,11030,4,2.2
2016-09-19,Spanish La Liga,Alaves,La Coruna,0,0,D,1,1,9,16,5,7,1642.665283,1685.992554,10945,4,2.8
2016-08-28,Spanish La Liga,Alaves,Sp Gijon,0,0,D,2,1,9,18,1,10,1629.212158,1698.248413,10834,4.6,3.6
2016-04-12,Spanish La Liga,Alaves,Las Palmas,1,1,D,2,3,9,14,6,7,1582.774902,1709.322021,10335,4.8,4.4
2015-11-04,Spanish La Liga,Almeria,Granada,3,0,H,9,3,19,17,1,5,1565.527344,1630.396973,9465,5,4.8
2015-11-01,Spanish La Liga,Almeria,Sevilla,0,2,A,6,6,19,5,6,10,1572.730713,1854.670288,9458,3.8,4.8
2015-10-05,Spanish La Liga,Almeria,Malaga,1,2,A,4,5,19,9,7,2,1585.583618,1712.744995,9303,3.2,4.6
2015-05-23,Spanish La Liga,Almeria,Valencia,2,3,A,3,5,19,4,4,9,1636.64502,1880.592773,8724,2.8,5
2015-04-26,Spanish La Liga,Almeria,Eibar,2,0,H,3,5,19,18,3,4,1637.235229,1629.735107,8571,2.8,5.8
2015-04-05,Spanish La Liga,Almeria,Celta,2,2,D,3,3,19,8,6,10,1630.53125,1732.310669,8461,3,5.4
2015-04-04,Spanish La Liga,Almeria,Levante,1,4,A,3,5,19,14,2,6,1647.050537,1670.386719,8444,3.8,6.2
2015-03-15,Spanish La Liga,Almeria,Villarreal,0,0,D,2,7,19,6,5,10,1647.603027,1819.648926,8339,3.8,6.8
2015-02-28,Spanish La Liga,Almeria,La Coruna,0,0,D,3,9,19,16,7,7,1656.539795,1642.618042,8239,3.8,6.2
2015-02-13,Spanish La Liga,Almeria,Sociedad,2,2,D,4,3,19,12,6,5,1656.875366,1731.975586,8151,3.8,4.6
2015-01-02,Spanish La Liga,Almeria,Getafe,1,0,H,7,7,19,15,6,4,1647.140747,1686.501587,7965,3.2,5.8
2014-12-12,Spanish La Liga,Almeria,Real Madrid,1,4,A,3,8,19,2,1,15,1636.93042,2082.299805,7822,2.8,5.2
2014-12-09,Spanish La Liga,Almeria,Cordoba,1,1,D,2,4,19,20,8,1,1632.942871,1590.594727,7820,3.4,4
2014-10-25,Spanish La Liga,Almeria,Ath Bilbao,0,1,A,3,1,19,7,7,2,1671.602539,1773.066284,7590,3.4,4.4
2014-09-24,Spanish La Liga,Almeria,Ath Madrid,0,1,A,1,9,19,3,6,9,1680.31958,1954.614746,7420,3.4,4.4
2014-09-03,Spanish La Liga,Almeria,Sevilla,1,3,A,5,4,17,5,4,7,1675.367432,1842.974365,7281,3.4,2.8
2014-08-23,Spanish La Liga,Almeria,Espanol,1,1,D,6,2,19,10,10,1,1688.113525,1701.074463,7181,3,3.6
2014-08-11,Spanish La Liga,Almeria,Barcelona,1,2,A,2,6,19,1,4,9,1686.859009,2022.970947,7125,2.4,3.8
2014-08-02,Spanish La Liga,Almeria,Ath Madrid,2,0,H,3,1,17,1,6,11,1686.816284,1974.084351,7090,3.2,3.2
2014-05-18,Spanish La Liga,Almeria,Ath Bilbao,0,0,D,1,1,17,4,9,10,1684.237305,1841.811646,6973,3.2,3.4
2014-04-20,Spanish La Liga,Almeria,Celta,2,4,A,3,8,17,9,4,4,1654.503784,1685.062622,6838,4.6,3.8
2014-04-10,Spanish La Liga,Almeria,Elche,2,2,D,3,3,19,13,7,4,1640.603516,1645.925171,6761,5.8,3.2
2014-04-05,Spanish La Liga,Almeria,Betis,3,2,H,6,3,17,20,3,0,1641.390259,1666.449097,6736,6.8,4.8
2014-04-04,Spanish La Liga,Almeria,Osasuna,1,2,A,3,2,17,18,4,1,1650.950073,1657.626099,6732,6,4.6
2014-04-01,Spanish La Liga,Almeria,Granada,3,0,H,8,3,17,15,7,6,1656.039063,1663.411621,6727,6.2,5.2
2014-03-27,Spanish La Liga,Almeria,Valencia,2,2,D,9,5,17,8,4,7,1660.476929,1797.330078,6676,4.8,5.4
2014-03-24,Spanish La Liga,Almeria,Sociedad,4,3,H,8,11,17,7,1,9,1650.304077,1804.468872,6644,3.8,5.6
2014-02-22,Spanish La Liga,Almeria,Malaga,0,0,D,2,2,17,11,6,4,1659.479126,1697.090088,6476,3,6.4
2014-01-26,Spanish La Liga,Almeria,Getafe,1,0,H,4,5,17,13,7,1,1640.206787,1670.242676,6324,3,8
2014-01-12,Spanish La Liga,Almeria,Vallecano,0,1,A,1,4,19,11,1,6,1645.514526,1603.280884,6261,2.4,7.8
2013-12-15,Spanish La Liga,Almeria,Espanol,0,0,D,4,6,17,14,9,4,1633.918701,1681.467407,6097,3.8,8.4
2013-11-23,Spanish La Liga,Almeria,Real Madrid,0,5,A,4,15,17,3,9,12,1657.922485,2030.385132,5954,4,9
2013-10-20,Spanish La Liga,Almeria,Vallecano,0,1,A,2,10,17,12,1,3,1639.214355,1655.635864,5833,3.6,6.8
2013-09-28,Spanish La Liga,Almeria,Barcelona,0,2,A,1,4,17,2,3,15,1640.360229,2057.298096,5696,4.6,5.2
2013-09-21,Spanish La Liga,Almeria,Levante,2,2,D,8,7,17,10,2,6,1646.580444,1683.2854,5611,5.6,5.8
2013-08-30,Spanish La Liga,Almeria,Elche,2,2,D,5,9,17,16,5,1,1660.041748,1616.769775,5455,4.6,5.2
2013-08-19,Spanish La Liga,Almeria,Villarreal,2,3,A,2,4,17,6,4,5,1658.859009,1689.685547,5404,4.4,4.4
2013-02-11,Spanish La Liga,Almeria,Valladolid,1,0,H,7,2,17,19,3,6,1645.246582,1715.523193,4658,5,4.6
2011-12-03,Spanish La Liga,Almeria,Ath Madrid,2,2,D,6,7,20,7,5,8,1619.32959,1752.269409,2492,3.8,5.6
2011-11-05,Spanish La Liga,Almeria,Villarreal,0,0,D,3,4,20,4,0,7,1636.961426,1713.059326,2322,3.8,5.6
2011-05-15,Spanish La Liga,Almeria,Mallorca,3,1,H,4,5,20,17,1,5,1598.254639,1691.722168,1615,4.4,5.4
2011-05-02,Spanish La Liga,Almeria,Espanol,3,2,H,5,5,20,8,4,9,1601.753662,1673.610962,1500,4.4,5.2
2011-04-16,Spanish La Liga,Almeria,Valencia,0,3,A,1,7,20,3,4,9,1624.885742,1820.877563,1390,4.2,5.2
2011-04-04,Spanish La Liga,Almeria,Ath Bilbao,1,3,A,6,7,20,6,5,4,1626.131958,1706.149414,1353,4.6,5.8
2011-03-03,Spanish La Liga,Almeria,Santander,1,1,D,6,3,20,12,4,9,1616.858398,1660.660889,1234,3.6,6.4
2011-02-20,Spanish La Liga,Almeria,La Coruna,1,1,D,4,4,20,18,7,4,1624.437866,1634.807983,1166,3.4,7.6
2011-01-23,Spanish La Liga,Almeria,Osasuna,3,2,H,4,5,20,9,4,3,1627.880249,1641.904419,979,3,9.4
2011-01-16,Spanish La Liga,Almeria,Real Madrid,1,1,D,3,10,20,2,4,15,1621.404663,1978.796143,936,3.8,9.2
2011-01-05,Spanish La Liga,Almeria,Sevilla,0,1,A,1,10,20,5,0,10,1627.781006,1710.961182,877,4.2,7.6
2010-12-19,Spanish La Liga,Almeria,Getafe,2,3,A,5,9,20,16,4,10,1640.881348,1712.857788,797,5.4,6.8
2010-11-20,Spanish La Liga,Almeria,Barcelona,0,8,A,2,13,20,1,3,15,1627.708862,1991.646118,654,5,5.6
2010-10-24,Spanish La Liga,Almeria,Hercules,1,1,D,8,4,20,19,4,5,1639.618896,1646.674316,494,5.6,4.2
2010-09-22,Spanish La Liga,Almeria,Levante,0,1,A,5,2,20,14,3,0,1644.242676,1584.650024,315,5.4,4.2
2010-09-13,Spanish La Liga,Almeria,Sociedad,2,2,D,7,6,20,15,5,3,1659.973389,1623.87085,257,4.8,4.6
2010-07-11,Spanish La Liga,Almeria,Sp Gijon,1,1,D,3,3,20,10,6,5,1661.798218,1614.463989,143,4.6,3.8
2010-05-12,Spanish La Liga,Almeria,Zaragoza,1,1,D,5,6,20,13,2,5,1666.759888,1684.491089,86,6.2,3.6
2010-03-10,Spanish La Liga,Almeria,Malaga,1,1,D,7,4,20,11,5,6,1683.258789,1684.379028,35,7,2.8
2022-04-17,Spain La Liga,Ath Bilbao,Celta,0,2,A,2,4,8,12,8,4,1734.009399,1703.517456,26771,7.2,2.4
2022-04-03,Spain La Liga,Ath Bilbao,Elche,2,1,H,6,2,8,13,7,6,1724.581543,1619.129395,26605,7.6,2.2
2022-03-18,Spain La Liga,Ath Bilbao,Getafe,1,1,D,11,2,8,15,6,3,1728.503296,1653.637817,26491,6.8,3.2
2022-03-07,Spain La Liga,Ath Bilbao,Levante,3,1,H,9,2,8,20,9,7,1721.912109,1594.861084,26390,5,4.2
2022-02-20,Spain La Liga,Ath Bilbao,Sociedad,4,0,H,8,2,8,6,10,9,1715.062744,1746.633179,26186,4.4,5.4
2022-02-07,Spain La Liga,Ath Bilbao,Espanol,2,1,H,4,3,8,14,10,4,1718.675171,1637.871826,26033,4,6.6
2021-12-22,Spain La Liga,Ath Bilbao,Real Madrid,1,2,A,2,7,8,1,5,13,1703.142822,1950.068604,25577,3.6,6.2
2021-12-22,Spanish La Liga,Ath Bilbao,Real Madrid,1,2,A,2,7,9,1,5,13,1703.142822,1950.068604,25616,4.2,5.6
2021-12-19,Spain La Liga,Ath Bilbao,Betis,3,2,H,6,8,8,5,3,12,1694.969971,1756.651489,25531,4.8,5
2021-12-19,Spanish La Liga,Ath Bilbao,Betis,3,2,H,6,8,9,3,3,12,1694.969971,1756.651489,25544,4,3.6
2021-12-11,Spain La Liga,Ath Bilbao,Sevilla,0,1,A,2,1,8,3,3,10,1701.618652,1824.250366,25349,3.8,2.2
2021-11-26,Spain La Liga,Ath Bilbao,Granada,2,2,D,5,4,8,18,6,5,1702.086182,1637.311768,25022,4.4,2.8
2021-11-26,Spanish La Liga,Ath Bilbao,Granada,2,2,D,5,4,9,13,6,5,1702.086182,1637.311768,25017,4.8,2.6
2021-11-12,Spanish La Liga,Ath Bilbao,Sevilla,0,1,A,2,1,9,2,3,10,1710.387573,1832.819824,24875,5.2,2.4
2021-11-09,Spanish La Liga,Ath Bilbao,Mallorca,2,0,H,5,1,9,15,5,8,1710.387573,1624.401367,24865,5.6,2.2
2021-11-05,Spain La Liga,Ath Bilbao,Cadiz,0,1,A,5,4,8,17,9,3,1723.589722,1579.406738,24764,5.6,3
2021-10-23,Spain La Liga,Ath Bilbao,Villarreal,2,1,H,7,3,8,7,8,8,1719.415283,1818.108765,24475,4.8,2.8
2021-10-23,Spanish La Liga,Ath Bilbao,Villarreal,2,1,H,7,3,9,8,8,8,1719.415283,1818.108765,24483,3.6,2.8
2021-10-04,Spanish La Liga,Ath Bilbao,Alaves,0,0,D,4,0,10,16,6,1,1713.42334,1590.083008,24287,3.6,2.8
2021-10-01,Spain La Liga,Ath Bilbao,Alaves,1,0,H,5,5,8,19,8,3,1709.258911,1594.247437,24202,3.4,3.6
2021-09-21,Spain La Liga,Ath Bilbao,Vallecano,1,2,A,1,3,8,11,9,7,1728.215332,1620.466309,24002,3.4,3.2
2021-09-21,Spanish La Liga,Ath Bilbao,Vallecano,1,2,A,1,3,9,7,9,7,1728.215332,1620.466309,24008,3.6,3
2021-08-21,Spanish La Liga,Ath Bilbao,Barcelona,1,1,D,7,3,9,6,2,8,1705.262207,1915.076416,23798,4,4.2
2021-08-05,Spanish La Liga,Ath Bilbao,Osasuna,2,2,D,3,4,10,11,9,9,1706.925415,1682.427368,23730,2.8,4
2021-07-03,Spanish La Liga,Ath Bilbao,Granada,2,1,H,5,3,10,9,6,5,1706.925415,1671.792847,23672,3.2,4
2021-07-02,Spanish La Liga,Ath Bilbao,Valencia,1,1,D,2,2,10,13,6,8,1706.925415,1698.254639,23651,3.6,4.2
2021-06-01,Spanish La Liga,Ath Bilbao,Barcelona,2,3,A,3,9,10,3,7,11,1706.925415,1910.425049,23569,3.8,4.4
2021-05-16,Spanish La Liga,Ath Bilbao,Real Madrid,0,1,A,1,2,10,2,8,11,1725.19165,1925.211304,23456,4,3
2021-05-11,Spanish La Liga,Ath Bilbao,Cadiz,0,1,A,5,4,9,19,9,3,1735.419067,1625.671875,23356,4.2,3
2021-04-28,Spanish La Liga,Ath Bilbao,Valladolid,2,2,D,7,4,10,19,7,3,1730.874023,1627.737793,23254,4.8,2.6
2021-04-25,Spanish La Liga,Ath Bilbao,Ath Madrid,2,1,H,3,3,10,1,5,10,1720.464111,1888.335327,23215,5,2.2
2021-03-20,Spanish La Liga,Ath Bilbao,Eibar,1,1,D,4,2,10,20,6,2,1719.937622,1621.76001,22876,5.4,2.6
