Date,League,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HST,AST,HomeTeamLP,AwayTeamLP,HTFormPts,ATFormPts,HTEloRatings,ATEloRatings,numbers,Avg_HST,Avg_AST
2014-10-25,Spanish La Liga,Cordoba,Sociedad,1,1,D,3,1,20,12,2,1,1585.009033,1735.536987,7596,2.6,3.8
2014-10-18,Spanish La Liga,Cordoba,Malaga,1,2,A,2,4,20,9,3,6,1590.756714,1737.802368,7533,3.2,4
2014-09-28,Spanish La Liga,Cordoba,Espanol,0,0,D,4,2,20,10,2,5,1591.914673,1691.469971,7486,3.6,3.4
2014-09-21,Spanish La Liga,Cordoba,Sevilla,1,3,A,3,8,20,5,2,10,1601.173096,1846.698608,7396,3.4,3.6
2014-08-30,Spanish La Liga,Cordoba,Celta,1,1,D,1,4,20,8,0,12,1598.159058,1751.05481,7223,3.6,2.8
2014-07-11,Spanish La Liga,Cordoba,La Coruna,0,0,D,6,2,20,16,3,4,1602.613037,1646.080322,7049,4.4,2.4
2021-10-04,Spanish La Liga,Eibar,Levante,0,1,A,4,1,20,14,2,4,1599.587769,1625.529785,24288,4.6,3.6
2021-05-22,Spanish La Liga,Eibar,Barcelona,0,1,A,3,3,20,3,7,5,1617.094238,1906.583374,23503,5.2,4
2021-05-13,Spanish La Liga,Eibar,Betis,1,1,D,4,4,20,6,6,7,1624.900635,1724.397583,23395,5.2,3.6
2021-04-26,Spanish La Liga,Eibar,Sociedad,0,1,A,5,2,20,5,1,5,1608.717651,1748.845947,23237,4.8,3
2021-03-14,Spanish La Liga,Eibar,Villarreal,1,3,A,7,8,20,7,2,2,1631.341309,1777.069458,22805,5,3.4
2021-03-01,Spanish La Liga,Eibar,Granada,2,0,H,7,3,20,9,3,10,1636.026123,1690.133057,22619,4,2.6
2021-02-27,Spanish La Liga,Eibar,Huesca,1,1,D,3,1,20,18,2,7,1638.942383,1590.175293,22544,3.4,2.4
2021-02-13,Spanish La Liga,Eibar,Valladolid,1,1,D,2,1,20,19,1,2,1655.755249,1620.472412,22367,3.4,3.2
2021-01-30,Spanish La Liga,Eibar,Sevilla,0,2,A,6,4,20,4,5,10,1669.921143,1845.88208,22161,3.2,3.6
2021-01-21,Spanish La Liga,Eibar,Ath Madrid,1,2,A,2,4,20,1,4,15,1672.037109,1920.621094,22039,3,3.4
2021-01-05,Spanish La Liga,Eibar,Alaves,3,0,H,4,2,20,16,0,8,1678.167969,1642.190552,21837,3.2,3.4
2020-12-20,Spanish La Liga,Eibar,Real Madrid,1,3,A,3,5,20,2,7,10,1673.380127,1898.87146,21680,3.6,3.4
2020-12-09,Spanish La Liga,Eibar,Celta,0,0,D,1,3,20,8,7,3,1664.466187,1663.487915,21509,3.8,2.8
2020-11-22,Spanish La Liga,Eibar,Getafe,0,0,D,5,3,20,15,8,4,1667.71875,1734.565308,21326,4.4,2.6
2020-10-30,Spanish La Liga,Eibar,Cadiz,0,2,A,3,4,20,12,7,8,1681.108032,1594.914063,21153,3.6,3
2020-10-18,Spanish La Liga,Eibar,Osasuna,0,0,D,6,2,20,11,4,7,1668.640991,1696.337891,21070,3.2,2.4
2020-10-03,Spanish La Liga,Eibar,Sociedad,1,2,A,4,2,14,6,4,9,1659.107056,1744.114868,21032,3.4,3.6
2020-09-30,Spanish La Liga,Eibar,Elche,0,1,A,4,2,20,17,4,4,1668.993286,1551.937134,21024,3.2,4
2020-09-27,Spanish La Liga,Eibar,Ath Bilbao,1,2,A,1,5,20,10,7,3,1677.95105,1711.297607,21011,2.8,4.4
2020-09-07,Spanish La Liga,Eibar,Leganes,0,0,D,1,1,14,18,7,5,1683.938965,1663.054077,20907,3.6,3.4
2020-07-16,Spanish La Liga,Eibar,Valladolid,3,1,H,7,8,14,13,7,5,1686.207275,1651.537598,20675,4.6,3.8
2020-07-12,Spanish La Liga,Eibar,Valencia,0,0,D,3,4,20,13,8,5,1674.146973,1743.724121,20620,5,3
2020-07-03,Spanish La Liga,Eibar,Mallorca,1,2,A,2,4,14,19,5,4,1680.988892,1600.773926,20530,5.2,3.4
2020-06-25,Spanish La Liga,Eibar,Valencia,1,0,H,5,0,14,9,2,8,1676.939575,1771.267334,20441,5.4,3.8
2020-06-17,Spanish La Liga,Eibar,Ath Bilbao,2,2,D,6,3,14,11,3,7,1672.37854,1736.582642,20345,5.2,4.6
2020-02-29,Spanish La Liga,Eibar,Levante,3,0,H,9,4,14,12,5,6,1680.342773,1688.096191,19992,5.4,4.2
2020-02-07,Spanish La Liga,Eibar,Osasuna,0,2,A,4,6,14,10,8,7,1693.740967,1682.390381,19770,5,4.4
2020-02-02,Spanish La Liga,Eibar,Betis,1,1,D,3,6,14,15,8,5,1695.710083,1702.424072,19761,5.8,3.6
2020-01-18,Spanish La Liga,Eibar,Ath Madrid,2,0,H,4,4,14,3,4,10,1678.846924,1864.249878,19554,5.2,3.2
2019-12-20,Spanish La Liga,Eibar,Granada,3,0,H,7,1,14,7,1,4,1672.095703,1658.795532,19317,5,2.8
2019-11-24,Spanish La Liga,Eibar,Alaves,0,2,A,7,5,14,16,6,7,1696.486084,1677.458496,19066,4.4,3.4
2019-10-31,Spanish La Liga,Eibar,Villarreal,2,1,H,8,2,14,5,7,9,1695.886719,1759.332642,18895,3.2,2.8
2019-10-19,Spanish La Liga,Eibar,Barcelona,0,3,A,0,4,14,2,8,12,1712.022095,1982.445435,18748,1.8,3.4
2019-09-29,Spanish La Liga,Eibar,Celta,2,0,H,3,2,14,17,5,6,1699.707397,1673.489502,18599,2.4,3.2
2019-09-26,Spanish La Liga,Eibar,Sevilla,3,2,H,4,4,14,4,2,10,1691.608276,1767.617798,18535,3,3.6
2019-09-15,Spanish La Liga,Eibar,Espanol,1,2,A,1,2,14,20,2,7,1700.181763,1710.609497,18427,3.8,3.4
2019-09-11,Spanish La Liga,Eibar,Real Madrid,0,4,A,1,5,14,1,7,8,1700.181763,1840.55957,18362,4.8,4.2
2019-08-12,Spanish La Liga,Eibar,Getafe,0,1,A,3,3,14,8,6,11,1710.355347,1758.760742,18188,5,4
2019-06-01,Spanish La Liga,Eibar,Villarreal,0,0,D,6,4,12,14,6,5,1709.225098,1729.175293,18063,5,4
2019-05-19,Spanish La Liga,Eibar,Barcelona,2,2,D,8,3,12,1,6,12,1703.605103,2002.78125,18028,5,3.6
2019-05-05,Spanish La Liga,Eibar,Betis,1,0,H,6,6,12,10,4,4,1714.417358,1672.973267,17900,4.2,3.2
2019-04-20,Spanish La Liga,Eibar,Ath Madrid,0,1,A,2,4,12,2,5,9,1718.1875,1901.890991,17707,4,2.4
2019-03-17,Spanish La Liga,Eibar,Valladolid,1,2,A,3,3,12,16,6,1,1724.404053,1594.69519,17421,4.8,2.4
2019-03-04,Spanish La Liga,Eibar,Vallecano,2,1,H,6,2,12,20,5,1,1735.067871,1600.704102,17290,6,1.8
2019-03-03,Spanish La Liga,Eibar,Celta,1,0,H,4,1,12,17,6,4,1730.220703,1677.063599,17270,6,2.2
2019-03-02,Spanish La Liga,Eibar,Girona,3,0,H,5,2,12,18,6,3,1730.220703,1686.75769,17225,6.2,2.4
2019-02-15,Spanish La Liga,Eibar,Getafe,2,2,D,6,4,12,5,8,10,1740.229858,1770.011963,17040,6.8,2.6
2019-01-21,Spanish La Liga,Eibar,Espanol,3,0,H,9,0,12,7,4,3,1708.422729,1700.903442,16785,6.8,2.4
2018-12-15,Spanish La Liga,Eibar,Valencia,1,1,D,6,4,12,4,8,7,1709.987305,1783.227783,16424,5.6,3.6
2018-12-05,Spanish La Liga,Eibar,Las Palmas,1,0,H,5,2,9,19,7,1,1720.545898,1547.756836,16340,4.8,3.8
2018-11-24,Spanish La Liga,Eibar,Real Madrid,3,0,H,8,3,12,3,8,6,1708.826294,1966.897827,16226,4.4,3.8
2018-10-21,Spanish La Liga,Eibar,Ath Bilbao,1,1,D,6,3,12,8,7,3,1711.641602,1686.578491,15960,4.2,4.2
2018-10-03,Spanish La Liga,Eibar,Real Madrid,1,2,A,3,6,9,3,7,12,1701.018188,1986.37146,15822,3.4,4
2018-09-29,Spanish La Liga,Eibar,Sevilla,1,3,A,2,5,12,6,7,7,1714.57605,1792.15625,15725,4,4
2018-09-22,Spanish La Liga,Eibar,Leganes,1,0,H,3,2,12,13,5,4,1716.524902,1621.693115,15627,4,3.8
2018-09-12,Spanish La Liga,Eibar,Levante,4,4,D,7,5,12,15,7,8,1709.824707,1703.756592,15551,4.2,3.6
2018-08-31,Spanish La Liga,Eibar,Sociedad,2,1,H,2,2,12,9,7,7,1702.998291,1741.194336,15521,4.4,3.2
2018-08-19,Spanish La Liga,Eibar,Huesca,1,2,A,6,6,12,19,8,0,1724.022583,1602.992554,15457,5.4,3.4
2018-04-21,Spanish La Liga,Eibar,Getafe,0,1,A,2,4,9,8,4,9,1693.258789,1695.645996,14967,4.4,2.8
2018-04-15,Spanish La Liga,Eibar,Alaves,0,1,A,4,1,9,14,2,4,1694.222778,1665.724854,14895,4.6,3.2
2018-04-11,Spanish La Liga,Eibar,Alaves,2,1,H,8,3,12,11,4,10,1696.251465,1667.753662,14831,4.6,3.8
2018-03-02,Spanish La Liga,Eibar,Sevilla,5,1,H,7,3,9,7,8,4,1715.248779,1744.886108,14471,3.8,3.8
2018-02-28,Spanish La Liga,Eibar,Villarreal,1,0,H,1,3,9,5,7,7,1708.728882,1737.073364,14458,3,3.2
2018-02-17,Spanish La Liga,Eibar,Barcelona,0,2,A,3,6,9,1,8,11,1727.325562,2040.147583,14327,4,2.8
2018-01-22,Spanish La Liga,Eibar,Malaga,1,1,D,4,4,9,20,10,3,1702.784912,1622.383789,14078,4,2.2
2018-01-13,Spanish La Liga,Eibar,Ath Madrid,0,1,A,4,3,9,2,13,12,1707.618164,1926.774658,13946,4.6,1.4
2018-01-04,Spanish La Liga,Eibar,Sociedad,0,0,D,3,0,9,12,4,4,1700.971313,1723.175659,13852,5,1.2
2017-12-21,Spanish La Liga,Eibar,Girona,4,1,H,6,1,9,10,13,8,1692.30896,1647.25415,13759,5.6,1.8
2017-12-16,Spanish La Liga,Eibar,Valencia,2,1,H,3,3,9,4,10,10,1683.637817,1788.266357,13692,4.4,2.8
2017-11-20,Spanish La Liga,Eibar,Betis,5,0,H,7,0,9,6,2,5,1649.289307,1654.039795,13412,4.6,2.6
2017-10-29,Spanish La Liga,Eibar,Levante,2,2,D,6,2,9,15,1,5,1661.822144,1647.144043,13223,4.2,3.4
2017-10-15,Spanish La Liga,Eibar,La Coruna,0,0,D,6,3,9,18,3,6,1678.74646,1641.119385,13068,3.4,3.8
2017-09-24,Spanish La Liga,Eibar,Celta,0,4,A,0,6,9,13,6,4,1716.628052,1690.852051,12859,3.4,4.4
2017-09-15,Spanish La Liga,Eibar,Leganes,1,0,H,4,2,9,17,3,8,1714.377197,1645.852051,12728,3.8,4
2017-08-27,Spanish La Liga,Eibar,Ath Bilbao,0,1,A,5,4,9,16,6,5,1725.696899,1786.577271,12661,4,3.8
2017-07-01,Spanish La Liga,Eibar,Ath Madrid,0,2,A,2,4,10,3,8,7,1711.645264,1950.913208,12476,3.4,3.6
2017-06-04,Spanish La Liga,Eibar,Las Palmas,3,1,H,6,6,10,14,6,7,1711.645264,1633.749268,12444,3.4,4.2
2017-05-14,Spanish La Liga,Eibar,Sp Gijon,0,1,A,2,4,10,18,4,5,1723.379517,1612.261841,12366,3,3.2
2017-04-30,Spanish La Liga,Eibar,Leganes,2,0,H,5,1,10,17,7,3,1721.916992,1611.466064,12222,3.6,3
2017-04-24,Spanish La Liga,Eibar,Ath Bilbao,0,1,A,2,3,10,7,10,9,1729.874023,1770.884644,12177,3.4,3.2
2017-04-03,Spanish La Liga,Eibar,Real Madrid,1,4,A,2,7,10,1,10,10,1717.998291,2041.221558,12029,4.8,3.2
2017-03-18,Spanish La Liga,Eibar,Espanol,1,1,D,4,1,10,8,5,7,1708.137451,1716.983887,11958,5.6,3.2
2017-03-12,Spanish La Liga,Eibar,Espanol,3,1,H,5,3,9,11,7,7,1713.037231,1719.400879,11933,6,4.4
2017-02-25,Spanish La Liga,Eibar,Malaga,3,0,H,4,2,10,11,9,5,1693.159912,1688.684692,11886,6.8,4.2
2017-02-13,Spanish La Liga,Eibar,Granada,4,0,H,9,3,10,20,9,4,1700.25769,1613.190918,11820,7,4.2
2017-01-28,Spanish La Liga,Eibar,La Coruna,3,1,H,6,7,10,16,5,6,1669.666748,1673.93811,11727,5.4,4.2
2017-01-22,Spanish La Liga,Eibar,Barcelona,0,4,A,6,7,10,2,5,11,1674.899658,2014.758179,11709,6,3
2016-11-25,Spanish La Liga,Eibar,Betis,3,1,H,9,2,10,15,7,6,1671.820923,1681.984619,11375,5.8,2.4
2016-11-19,Spanish La Liga,Eibar,Celta,1,0,H,5,2,10,13,5,10,1668.477661,1753.704712,11330,5.2,2.8
2016-11-12,Spanish La Liga,Eibar,Alaves,0,0,D,1,3,10,9,9,7,1668.477661,1630.998047,11323,4.8,2.4
2016-10-30,Spanish La Liga,Eibar,Villarreal,2,1,H,9,1,10,5,5,11,1675.89563,1811.072266,11270,5,2.6
2016-10-17,Spanish La Liga,Eibar,Osasuna,2,3,A,5,4,10,19,8,2,1690.120239,1610.641846,11169,4.4,3
2016-10-01,Spanish La Liga,Eibar,Espanol,2,1,H,6,4,14,13,7,5,1681.401245,1684.265625,11049,5.4,2.8
2016-09-24,Spanish La Liga,Eibar,Sociedad,2,0,H,3,0,10,6,7,7,1666.464233,1756.083496,11007,4.2,3.4
2016-09-17,Spanish La Liga,Eibar,Sevilla,1,1,D,2,4,10,4,7,7,1669.224731,1827.13208,10916,4,3.6
2016-08-27,Spanish La Liga,Eibar,Valencia,1,0,H,6,3,10,12,2,1,1653.550903,1738.006592,10809,4.4,3.6
2016-08-05,Spanish La Liga,Eibar,Betis,1,1,D,10,3,14,10,4,7,1665.490479,1713.217163,10740,3.8,3.8
2016-06-03,Spanish La Liga,Eibar,Barcelona,0,4,A,0,7,14,1,3,15,1665.490479,2061.375488,10640,2.6,4
2016-04-23,Spanish La Liga,Eibar,La Coruna,1,1,D,2,1,14,15,4,5,1681.484253,1687.244629,10427,3.8,3.2
2016-04-16,Spanish La Liga,Eibar,Sociedad,2,1,H,4,4,14,9,2,7,1682.113525,1759.083862,10352,4,3.8
2016-03-04,Spanish La Liga,Eibar,Villarreal,1,2,A,3,4,14,4,2,5,1683.16333,1843.701782,10209,4.6,3.2
2016-02-26,Spanish La Liga,Eibar,Las Palmas,0,1,A,4,4,14,11,3,3,1697.440552,1639.219238,10127,5,2.4
2016-02-14,Spanish La Liga,Eibar,Levante,2,0,H,6,3,14,20,6,6,1683.955566,1623.245972,10078,5.2,1.8
2016-01-30,Spanish La Liga,Eibar,Malaga,1,2,A,3,4,14,8,12,7,1696.298096,1713.019165,9920,4.6,2.4
2016-01-18,Spanish La Liga,Eibar,Granada,5,1,H,7,1,14,16,10,6,1694.482788,1630.922119,9857,4.8,2.6
2015-12-30,Spanish La Liga,Eibar,Sp Gijon,2,0,H,5,0,14,17,2,3,1657.621582,1657.262085,9756,4.4,3
2015-12-13,Spanish La Liga,Eibar,Valencia,1,1,D,5,1,14,12,7,8,1663.052002,1807.85144,9670,4,3.4
2015-11-29,Spanish La Liga,Eibar,Real Madrid,0,2,A,3,6,14,2,8,9,1677.435303,2026.073853,9577,3.6,4.4
2015-10-17,Spanish La Liga,Eibar,Sevilla,1,1,D,4,5,14,7,6,7,1662.329468,1865.704346,9327,4.6,3.4
2015-10-01,Spanish La Liga,Eibar,Getafe,2,1,H,5,3,18,15,10,3,1650.677856,1648.709229,9281,4.6,3.6
2015-09-26,Spanish La Liga,Eibar,Celta,1,1,D,3,2,14,6,8,13,1651.634277,1815.262329,9238,5,3.8
2015-09-19,Spanish La Liga,Eibar,Ath Madrid,0,2,A,3,6,14,3,11,7,1653.36084,1956.243774,9143,5.4,4.2
2015-08-30,Spanish La Liga,Eibar,Ath Bilbao,2,0,H,8,1,14,5,7,8,1638.654419,1802.249268,9055,6,4
2015-08-05,Spanish La Liga,Eibar,Espanol,0,2,A,4,6,18,10,0,8,1620.411499,1740.871094,8905,5,5
2015-07-11,Spanish La Liga,Eibar,Getafe,3,1,H,7,4,14,19,8,7,1620.2229,1654.016235,8848,4.8,4.8
2015-07-04,Spanish La Liga,Eibar,Malaga,1,0,H,5,4,18,9,1,7,1620.2229,1720.396362,8834,3.8,4.8
2015-05-23,Spanish La Liga,Eibar,Cordoba,3,0,H,6,5,18,20,1,0,1608.555054,1552.136719,8702,3.6,5.6
2015-04-29,Spanish La Liga,Eibar,Sevilla,1,3,A,3,6,18,5,3,11,1621.393066,1892.489136,8602,3.8,5
2015-04-19,Spanish La Liga,Eibar,Celta,0,1,A,3,5,18,8,4,7,1635.569702,1742.713379,8529,3.8,4.8
2015-03-14,Spanish La Liga,Eibar,Barcelona,0,2,A,2,4,18,1,0,12,1633.596191,2027.869995,8332,3.4,4.2
2015-03-04,Spanish La Liga,Eibar,Vallecano,1,2,A,4,8,18,11,1,9,1639.140137,1677.257568,8271,3.4,5
2015-02-16,Spanish La Liga,Eibar,Elche,0,1,A,7,2,18,13,4,9,1658.677124,1643.138672,8185,3,4
2015-01-31,Spanish La Liga,Eibar,Ath Madrid,1,3,A,3,5,18,3,7,12,1673.302246,1958.525146,8099,2,5.2
2015-01-11,Spanish La Liga,Eibar,Vallecano,1,0,H,1,2,14,18,6,6,1678.035645,1679.397217,7998,2,4.8
2015-01-03,Spanish La Liga,Eibar,Ath Bilbao,0,1,A,2,8,18,7,0,8,1660.387451,1776.082275,7982,2.4,5.2
2014-12-20,Spanish La Liga,Eibar,Valencia,0,1,A,2,3,18,4,7,5,1666.408203,1815.998657,7899,2.4,3.8
2014-11-22,Spanish La Liga,Eibar,Real Madrid,0,4,A,2,8,18,2,5,15,1635.959839,2069.027344,7694,3,4
2014-10-25,Spanish La Liga,Eibar,Granada,1,1,D,3,3,18,17,6,3,1634.967041,1654.544312,7592,4.2,3
2014-09-24,Spanish La Liga,Eibar,Villarreal,1,1,D,3,4,18,6,6,10,1634.19519,1789.353516,7421,4.8,3.4
2014-09-15,Spanish La Liga,Eibar,La Coruna,0,1,A,2,1,18,16,3,4,1630.786743,1636.1521,7358,4.6,3
2014-08-24,Spanish La Liga,Eibar,Sociedad,1,0,H,5,4,18,12,0,8,1626.432983,1809.289551,7200,4.4,4
2014-08-12,Spanish La Liga,Eibar,Almeria,5,2,H,8,3,18,19,7,1,1625.178467,1686.859009,7143,3.8,3.8
2014-04-10,Spanish La Liga,Eibar,Levante,3,3,D,6,5,18,14,5,4,1581.161865,1696.052612,6759,2.8,5
2022-04-16,Spain La Liga,Elche,Mallorca,3,0,H,2,2,13,16,3,3,1609.615112,1598.856201,26748,2.6,4.4
2022-04-10,Spain La Liga,Elche,Sociedad,1,2,A,1,6,13,6,3,10,1619.246582,1751.63916,26698,3,4.4
2022-03-19,Spain La Liga,Elche,Valencia,0,1,A,2,3,13,10,6,7,1626.874756,1706.434937,26511,3.2,4
2022-03-06,Spain La Liga,Elche,Barcelona,1,2,A,3,9,13,2,7,13,1612.735107,1869.631226,26365,3.2,4.4
2022-02-18,Spain La Liga,Elche,Vallecano,2,1,H,5,2,13,11,10,1,1619.96521,1623.779541,26138,3.2,3.8
2022-02-05,Spain La Liga,Elche,Alaves,3,1,H,4,2,13,19,8,2,1613.722168,1587.477417,25980,3,4.2
2022-01-16,Spain La Liga,Elche,Villarreal,1,0,H,2,4,13,7,7,13,1593.851318,1799.212891,25810,3,4.6
2022-01-02,Spain La Liga,Elche,Granada,0,0,D,2,5,13,18,4,11,1581.175781,1672.974487,25676,3.4,4.2
2021-12-05,Spain La Liga,Elche,Cadiz,3,1,H,3,6,13,17,2,5,1571.834717,1567.314331,25280,3.8,4.6
2021-11-21,Spain La Liga,Elche,Betis,0,3,A,4,4,13,5,2,9,1584.675049,1724.136597,24975,4,4.4
2021-11-21,Spanish La Liga,Elche,Betis,0,3,A,4,4,18,3,2,9,1584.675049,1724.136597,24957,4,4.6
2021-11-05,Spanish La Liga,Elche,Alaves,0,2,A,4,2,17,16,4,8,1581.815308,1609.822754,24774,4.6,5.2
2021-11-01,Spanish La Liga,Elche,Getafe,1,3,A,4,7,17,15,2,4,1589.776489,1616.145752,24726,5.2,6.2
2021-10-30,Spain La Liga,Elche,Real Madrid,1,2,A,4,5,13,1,4,8,1592.138306,1926.487183,24661,5.4,5
2021-10-30,Spanish La Liga,Elche,Real Madrid,1,2,A,4,5,18,1,4,8,1592.138306,1926.487183,24638,5,5.2
2021-10-23,Spain La Liga,Elche,Espanol,2,2,D,7,7,13,14,4,10,1598.598145,1662.223877,24474,5,5.2
2021-10-23,Spanish La Liga,Elche,Espanol,2,2,D,7,7,18,11,4,10,1598.598145,1662.223877,24495,4,4.4
2021-10-03,Spain La Liga,Elche,Celta,1,0,H,5,1,13,12,5,6,1588.975708,1694.379883,24251,3.2,3.6
2021-09-18,Spanish La Liga,Elche,Levante,1,1,D,2,6,18,20,8,4,1605.138184,1656.498413,23962,2.6,4.2
2021-08-28,Spanish La Liga,Elche,Sevilla,1,1,D,4,5,18,2,7,12,1592.254028,1852.960205,23837,2.8,3.4
2021-08-16,Spanish La Liga,Elche,Ath Bilbao,0,0,D,2,3,18,9,6,4,1592.175781,1706.925415,23778,2.6,3.6
2021-06-03,Spanish La Liga,Elche,Sevilla,2,1,H,3,3,17,4,4,12,1592.175781,1844.491943,23604,2.8,3.2
2021-06-02,Spanish La Liga,Elche,Villarreal,2,2,D,2,4,17,7,1,9,1592.175781,1820.807129,23580,2.8,3.4
2021-05-22,Spanish La Liga,Elche,Ath Bilbao,2,0,H,3,2,17,10,6,5,1576.594604,1720.633667,23508,3,3.2
2021-05-12,Spanish La Liga,Elche,Cadiz,3,1,H,3,6,18,19,2,5,1560.784912,1620.384155,23367,3.4,3
2021-04-24,Spanish La Liga,Elche,Levante,1,0,H,3,1,17,14,3,3,1572.872803,1686.699585,23196,3.2,2.4
2021-04-21,Spanish La Liga,Elche,Valladolid,1,1,D,3,4,17,19,2,5,1572.800781,1630.857544,23140,3,3.8
2021-04-04,Spanish La Liga,Elche,Betis,1,1,D,3,3,17,6,4,12,1579.896484,1710.857178,22961,2.6,3.8
2021-03-10,Spanish La Liga,Elche,Celta,1,0,H,5,1,18,14,5,6,1576.729614,1673.502075,22752,2.6,4.4
2021-02-20,Spanish La Liga,Elche,Eibar,1,0,H,2,3,17,20,2,2,1560.579468,1647.785889,22457,2,5.4
2021-01-24,Spanish La Liga,Elche,Barcelona,0,2,A,2,8,17,3,3,13,1574.559326,1919.590454,22109,1.8,5.8
2021-01-05,Spanish La Liga,Elche,Ath Madrid,0,1,A,1,4,17,1,5,7,1580.706299,1913.380859,21846,2,4.6
2020-12-30,Spanish La Liga,Elche,Real Madrid,1,1,D,3,6,17,2,3,15,1578.351807,1908.430176,21795,2.2,4.6
2020-12-22,Spanish La Liga,Elche,Osasuna,2,2,D,2,6,17,11,3,1,1578.04248,1645.67688,21704,2,4.8
2020-12-13,Spanish La Liga,Elche,Granada,0,1,A,1,5,17,9,4,2,1587.005127,1692.451538,21563,1.8,4.8
2020-11-28,Spanish La Liga,Elche,Cadiz,1,1,D,3,2,17,12,8,7,1595.037598,1608.561768,21370,1.6,4.6
2020-10-23,Spanish La Liga,Elche,Valencia,2,1,H,2,4,17,13,8,4,1580.953369,1717.970703,21088,1.4,5
2020-09-26,Spanish La Liga,Elche,Sociedad,0,3,A,2,7,17,5,7,7,1560.825439,1742.812256,20976,2,4.8
2020-06-11,Spanish La Liga,Elche,Celta,1,1,D,1,6,17,8,10,1,1550.829468,1675.411133,20267,2.4,3.8
2020-03-10,Spanish La Liga,Elche,Huesca,0,0,D,0,4,17,18,4,6,1545.670166,1573.890381,20074,2.8,3.6
2015-09-04,Spanish La Liga,Elche,Getafe,0,1,A,2,4,13,15,5,6,1675.367432,1642.05957,9074,4.2,3.8
2015-09-02,Spanish La Liga,Elche,Vallecano,2,0,H,5,3,13,11,7,6,1675.367432,1700.591064,9069,4.2,3.4
2015-07-03,Spanish La Liga,Elche,Almeria,1,0,H,4,2,13,19,7,8,1682.948242,1635.618652,8826,3.4,3.8
2015-05-17,Spanish La Liga,Elche,Ath Bilbao,2,3,A,3,5,13,7,9,9,1685.710815,1778.668701,8678,4.2,4.4
2015-04-29,Spanish La Liga,Elche,La Coruna,4,0,H,7,5,13,16,7,3,1665.998291,1639.311035,8597,3.8,4.4
2015-04-20,Spanish La Liga,Elche,Sociedad,1,0,H,2,2,13,12,4,8,1658.47168,1751.095947,8534,3,5
2015-03-20,Spanish La Liga,Elche,Valencia,0,4,A,1,5,13,4,7,13,1660.146606,1864.850098,8363,3.8,5
2015-03-01,Spanish La Liga,Elche,Villarreal,2,2,D,8,5,13,6,1,15,1653.501343,1819.260742,8258,4.2,6
2015-02-22,Spanish La Liga,Elche,Real Madrid,0,2,A,1,5,13,2,9,12,1656.919556,2069.213623,8216,3.8,5.6
2015-01-24,Spanish La Liga,Elche,Barcelona,0,6,A,3,8,13,1,7,10,1645.039551,2014.602417,8060,3.6,5.8
2015-01-18,Spanish La Liga,Elche,Levante,1,0,H,6,2,13,14,4,4,1637.478027,1686.395996,8044,3.6,4.8
2014-12-21,Spanish La Liga,Elche,Malaga,1,2,A,3,10,13,9,2,9,1626.904419,1772.02771,7917,2.6,5.8
2014-11-23,Spanish La Liga,Elche,Cordoba,2,2,D,6,3,13,20,5,3,1645.449463,1580.151245,7712,2.6,4.6
2014-11-05,Spanish La Liga,Elche,Barcelona,0,0,D,0,6,16,2,7,10,1648.460083,1997.809937,7663,2.6,4.8
2014-11-01,Spanish La Liga,Elche,Sevilla,1,1,D,3,3,16,5,3,13,1639.643188,1846.187866,7635,3.2,4.4
2014-10-19,Spanish La Liga,Elche,Sevilla,0,2,A,1,7,13,5,4,12,1650.460327,1839.585327,7559,2.8,4.4
2014-09-26,Spanish La Liga,Elche,Celta,0,1,A,3,4,13,8,4,9,1661.479858,1755.038086,7446,3.2,3.6
2014-09-19,Spanish La Liga,Elche,Eibar,0,2,A,6,4,13,18,5,3,1679.899292,1617.559448,7360,3.2,4
2014-08-31,Spanish La Liga,Elche,Granada,1,1,D,3,4,13,17,5,7,1674.693237,1672.727051,7243,2.4,3.4
2014-06-12,Spanish La Liga,Elche,Ath Madrid,0,2,A,1,3,13,3,5,12,1680.375488,1973.821533,7027,2,3.2
2014-06-04,Spanish La Liga,Elche,Getafe,1,0,H,3,3,16,13,3,4,1680.375488,1713.706299,6997,2.2,3.2
2014-04-25,Spanish La Liga,Elche,Levante,1,1,D,3,6,16,10,5,4,1657.052856,1703.659302,6847,2.6,3.6
2014-03-25,Spanish La Liga,Elche,Ath Bilbao,0,0,D,2,1,16,4,4,11,1637.626831,1796.929443,6652,3,3
2014-03-16,Spanish La Liga,Elche,Betis,0,0,D,1,3,16,20,5,4,1644.259155,1680.831543,6592,4.6,3
2014-02-14,Spanish La Liga,Elche,Osasuna,0,0,D,2,3,16,18,8,7,1628.8479,1657.669189,6426,4.6,3
2014-02-11,Spanish La Liga,Elche,Espanol,2,1,H,5,5,13,10,1,8,1628.8479,1684.618896,6407,4.6,2.8
2014-02-02,Spanish La Liga,Elche,Almeria,1,0,H,5,3,16,17,4,9,1619.264404,1647.137451,6362,4,2.6
2014-01-18,Spanish La Liga,Elche,Vallecano,2,0,H,10,1,16,12,1,4,1616.94751,1614.74707,6268,3.6,3.6
2014-01-03,Spanish La Liga,Elche,Celta,1,0,H,1,3,16,9,5,11,1615.985596,1638.800659,6215,1.8,4
2013-12-20,Spanish La Liga,Elche,Malaga,0,1,A,2,2,16,11,4,7,1623.726563,1714.721436,6115,2.2,4.4
